H 9.41618026647 -12.4620780577 7.8872045572
O 10.3761802665 -12.4620780577 7.8872045572
H 10.1358154626 -11.532656323 7.8872045572
H 11.7293071769 11.903932057 8.85094905511
O 12.6893071769 11.903932057 8.85094905511
H 12.448942373 12.8333537918 8.85094905511
H -10.1564734716 0.538898840293 -11.1795753419
O -9.19647347157 0.538898840293 -11.1795753419
H -9.43683827546 1.46832057506 -11.1795753419
H 5.30507503616 4.00860268275 12.3685998729
O 6.26507503616 4.00860268275 12.3685998729
H 6.02471023227 4.93802441751 12.3685998729
H 3.92709392724 11.7763637746 12.652885512
O 4.88709392724 11.7763637746 12.652885512
H 4.64672912334 12.7057855094 12.652885512
H 0.245162821646 -10.5683291942 11.2161938012
O 1.20516282165 -10.5683291942 11.2161938012
H 0.964798017753 -9.63890745946 11.2161938012
H 12.9367040525 -0.712173074424 4.83019483398
O 13.8967040525 -0.712173074424 4.83019483398
H 13.6563392486 0.217248660339 4.83019483398
H -2.28489991347 -8.11871383546 -11.3569254067
O -1.32489991347 -8.11871383546 -11.3569254067
H -1.56526471736 -7.18929210069 -11.3569254067
H -11.5082772449 12.864788261 3.01190465013
O -10.5482772449 12.864788261 3.01190465013
H -10.7886420488 13.7942099958 3.01190465013
H 11.3922050169 8.55126300932 10.0147498471
O 12.3522050169 8.55126300932 10.0147498471
H 12.111840213 9.48068474408 10.0147498471
H 7.58212575172 -12.0426144815 -0.429558067875
O 8.54212575172 -12.0426144815 -0.429558067875
H 8.30176094783 -11.1131927467 -0.429558067875
H -8.14795680395 11.8632200415 12.6752420609
O -7.18795680395 11.8632200415 12.6752420609
H -7.42832160785 12.7926417762 12.6752420609
H 12.6096470322 -11.752483925 -7.77023874627
O 13.5696470322 -11.752483925 -7.77023874627
H 13.3292822283 -10.8230621903 -7.77023874627
H -6.46662610717 -2.05508836894 11.7004363569
O -5.50662610717 -2.05508836894 11.7004363569
H -5.74699091106 -1.12566663418 11.7004363569
H -11.9456762539 -0.232444587964 11.7258532504
O -10.9856762539 -0.232444587964 11.7258532504
H -11.2260410578 0.696977146799 11.7258532504
H 0.404701279208 -11.7993719495 -6.03525686609
O 1.36470127921 -11.7993719495 -6.03525686609
H 1.12433647532 -10.8699502147 -6.03525686609
H 6.92412762521 -11.7222854564 -5.20362997279
O 7.88412762521 -11.7222854564 -5.20362997279
H 7.64376282132 -10.7928637216 -5.20362997279
H 12.2534711355 -11.5209302607 -12.9800477881
O 13.2134711355 -11.5209302607 -12.9800477881
H 12.9731063317 -10.5915085259 -12.9800477881
H 11.6559361967 -9.75003089883 11.6927448949
O 12.6159361967 -9.75003089883 11.6927448949
H 12.3755713928 -8.82060916407 11.6927448949
H 6.68141620557 -12.3144301084 -11.9607597853
O 7.64141620557 -12.3144301084 -11.9607597853
H 7.40105140167 -11.3850083736 -11.9607597853
H 12.9632551037 6.10159569048 -3.01945289576
O 13.9232551037 6.10159569048 -3.01945289576
H 13.6828902998 7.03101742524 -3.01945289576
H -11.1657300662 -3.13979388066 9.24921907017
O -10.2057300662 -3.13979388066 9.24921907017
H -10.4460948701 -2.21037214589 9.24921907017
H -12.1662514154 6.63474758862 -11.0787922765
O -11.2062514154 6.63474758862 -11.0787922765
H -11.4466162193 7.56416932339 -11.0787922765
H -12.745839716 9.70861781234 -4.2928575651
O -11.785839716 9.70861781234 -4.2928575651
H -12.0262045199 10.6380395471 -4.2928575651
H -0.855556396503 12.8567727605 12.1834574923
O 0.104443603497 12.8567727605 12.1834574923
H -0.135921200395 13.7861944953 12.1834574923
H 8.19755480743 -1.54311961022 -12.1663648018
O 9.15755480743 -1.54311961022 -12.1663648018
H 8.91719000354 -0.613697875458 -12.1663648018
H 2.40918193827 -5.00147006739 -11.4042423347
O 3.36918193827 -5.00147006739 -11.4042423347
H 3.12881713438 -4.07204833263 -11.4042423347
H -11.9161450985 -12.7963122212 -7.22080355597
O -10.9561450985 -12.7963122212 -7.22080355597
H -11.1965099024 -11.8668904865 -7.22080355597
H -12.7745568383 3.49542504325 -9.61147042545
O -11.8145568383 3.49542504325 -9.61147042545
H -12.0549216422 4.42484677802 -9.61147042545
H -8.48791493638 12.9782302882 12.7212475624
O -7.52791493638 12.9782302882 12.7212475624
H -7.76827974027 13.9076520229 12.7212475624
H -11.49592356 -7.76846654521 0.105603961866
O -10.53592356 -7.76846654521 0.105603961866
H -10.7762883639 -6.83904481045 0.105603961866
H 1.03010892867 -12.746727097 6.70196630988
O 1.99010892867 -12.746727097 6.70196630988
H 1.74974412478 -11.8173053622 6.70196630988
H 10.1717029149 -12.1634297322 -6.60412599368
O 11.1317029149 -12.1634297322 -6.60412599368
H 10.891338111 -11.2340079975 -6.60412599368
H -9.89482390487 -12.5174633064 -0.931251965763
O -8.93482390487 -12.5174633064 -0.931251965763
H -9.17518870876 -11.5880415716 -0.931251965763
H 8.31273570162 -9.44684410169 12.5376921038
O 9.27273570162 -9.44684410169 12.5376921038
H 9.03237089773 -8.51742236693 12.5376921038
H -12.885653138 5.10203131461 -5.42112455098
O -11.925653138 5.10203131461 -5.42112455098
H -12.1660179419 6.03145304937 -5.42112455098
H 4.43138219276 -12.5426252433 12.5179456395
O 5.39138219276 -12.5426252433 12.5179456395
H 5.15101738887 -11.6132035085 12.5179456395
H -12.9800151841 5.5240015311 -7.68536995803
O -12.0200151841 5.5240015311 -7.68536995803
H -12.260379988 6.45342326586 -7.68536995803
H -11.6836771451 -1.94927119254 -12.2082562923
O -10.7236771451 -1.94927119254 -12.2082562923
H -10.964041949 -1.01984945778 -12.2082562923
H 1.415963498 -12.1311411857 0.726766047649
O 2.375963498 -12.1311411857 0.726766047649
H 2.13559869411 -11.201719451 0.726766047649
H -9.56764606412 1.13905065119 -11.3117275948
O -8.60764606412 1.13905065119 -11.3117275948
H -8.84801086801 2.06847238595 -11.3117275948
H -12.9329365336 0.776277805552 -11.3972870679
O -11.9729365336 0.776277805552 -11.3972870679
H -12.2133013375 1.70569954031 -11.3972870679
H 4.66448344863 -8.19368855074 -12.6391826476
O 5.62448344863 -8.19368855074 -12.6391826476
H 5.38411864474 -7.26426681597 -12.6391826476
H -11.9640777538 2.71169755569 -4.70993459351
O -11.0040777538 2.71169755569 -4.70993459351
H -11.2444425577 3.64111929045 -4.70993459351
H 6.1033170891 11.4527422389 -11.6481314338
O 7.0633170891 11.4527422389 -11.6481314338
H 6.82295228521 12.3821639737 -11.6481314338
H -11.676040046 -2.71576988275 -8.69872664841
O -10.716040046 -2.71576988275 -8.69872664841
H -10.9564048499 -1.78634814799 -8.69872664841
H 5.4351349467 6.86021941694 12.8289341386
O 6.3951349467 6.86021941694 12.8289341386
H 6.1547701428 7.7896411517 12.8289341386
H -11.3557275033 -6.09357822367 -5.70070607535
O -10.3957275033 -6.09357822367 -5.70070607535
H -10.6360923072 -5.16415648891 -5.70070607535
H 10.7154843172 12.4088393522 10.235618814
O 11.6754843172 12.4088393522 10.235618814
H 11.4351195133 13.3382610869 10.235618814
H 9.39226969812 -11.6690020964 -2.29290697183
O 10.3522696981 -11.6690020964 -2.29290697183
H 10.1119048942 -10.7395803616 -2.29290697183
H -12.3227308006 8.54198194718 5.16942095674
O -11.3627308006 8.54198194718 5.16942095674
H -11.6030956045 9.47140368194 5.16942095674
H -12.8006135973 4.63895944029 2.65290071441
O -11.8406135973 4.63895944029 2.65290071441
H -12.0809784012 5.56838117506 2.65290071441
H -7.1263688653 7.80207474758 -12.6736602958
O -6.1663688653 7.80207474758 -12.6736602958
H -6.40673366919 8.73149648234 -12.6736602958
H 12.2383817506 -3.7941359947 -4.44242871052
O 13.1983817506 -3.7941359947 -4.44242871052
H 12.9580169467 -2.86471425994 -4.44242871052
H -6.87513893536 -12.6763358577 -12.0094122763
O -5.91513893536 -12.6763358577 -12.0094122763
H -6.15550373925 -11.746914123 -12.0094122763
H -12.4805934984 -11.5693403618 -3.84409645822
O -11.5205934984 -11.5693403618 -3.84409645822
H -11.7609583023 -10.6399186271 -3.84409645822
H 2.69309831533 -11.0871546071 -9.50353258192
O 3.65309831533 -11.0871546071 -9.50353258192
H 3.41273351144 -10.1577328723 -9.50353258192
H 11.3006322067 3.97128137323 0.561923285757
O 12.2606322067 3.97128137323 0.561923285757
H 12.0202674028 4.90070310799 0.561923285757
H 7.0890789228 5.0741613988 11.4666925366
O 8.0490789228 5.0741613988 11.4666925366
H 7.80871411891 6.00358313357 11.4666925366
H 7.12137792776 12.5097536372 3.74144679099
O 8.08137792776 12.5097536372 3.74144679099
H 7.84101312387 13.439175372 3.74144679099
H 4.00489836257 -12.4277958807 0.870248140091
O 4.96489836257 -12.4277958807 0.870248140091
H 4.72453355867 -11.498374146 0.870248140091
H 12.3910750136 -8.05855835937 9.39592571134
O 13.3510750136 -8.05855835937 9.39592571134
H 13.1107102097 -7.12913662461 9.39592571134
H 12.6236626393 2.67642482511 -11.1323564764
O 13.5836626393 2.67642482511 -11.1323564764
H 13.3432978354 3.60584655987 -11.1323564764
H -12.6707793599 -5.44655285857 -12.5009563051
O -11.7107793599 -5.44655285857 -12.5009563051
H -11.9511441638 -4.51713112381 -12.5009563051
H 12.086821588 -1.9846358776 -11.8674823907
O 13.046821588 -1.9846358776 -11.8674823907
H 12.8064567841 -1.05521414284 -11.8674823907
H -11.0053362037 1.90960196391 0.78857352132
O -10.0453362037 1.90960196391 0.78857352132
H -10.2857010076 2.83902369868 0.78857352132
H 4.02263767381 -3.69726785342 -11.8618483457
O 4.98263767381 -3.69726785342 -11.8618483457
H 4.74227286992 -2.76784611866 -11.8618483457
H 11.467807936 10.9108171124 12.6110626163
O 12.427807936 10.9108171124 12.6110626163
H 12.1874431321 11.8402388472 12.6110626163
H -5.16574695288 -11.8463485627 -7.02407482618
O -4.20574695288 -11.8463485627 -7.02407482618
H -4.44611175677 -10.9169268279 -7.02407482618
H 11.2758283691 6.54574632059 -8.07950090942
O 12.2358283691 6.54574632059 -8.07950090942
H 11.9954635652 7.47516805535 -8.07950090942
H -11.5721026633 -0.830702585883 -12.9497473281
O -10.6121026633 -0.830702585883 -12.9497473281
H -10.8524674672 0.0987191488799 -12.9497473281
H -4.63477454434 12.0612733289 -11.6240904318
O -3.67477454434 12.0612733289 -11.6240904318
H -3.91513934823 12.9906950636 -11.6240904318
H -11.26552074 -5.71800924667 3.38487081029
O -10.30552074 -5.71800924667 3.38487081029
H -10.5458855439 -4.78858751191 3.38487081029
H -3.08926933391 11.3747706059 4.38120459319
O -2.12926933391 11.3747706059 4.38120459319
H -2.36963413781 12.3041923407 4.38120459319
H 12.9797910656 -11.2311655279 -5.27005513942
O 13.9397910656 -11.2311655279 -5.27005513942
