Na 0 0 0 0.822061
Cl 0 0 2.8 -0.822061
Na 0 0 5.6 0.822061
Cl 0 2.8 0 -0.822061
Na 0 2.8 2.8 0.822061
Cl 0 2.8 5.6 -0.822061
Na 0 5.6 0 0.822061
Cl 0 5.6 2.8 -0.822061
Na 0 5.6 5.6 0.822061
Cl 2.8 0 0 -0.822061
Na 2.8 0 2.8 0.822061
Cl 2.8 0 5.6 -0.822061
Na 2.8 2.8 0 0.822061
Cl 2.8 2.8 2.8 -0.822061
Na 2.8 2.8 5.6 0.822061
Cl 2.8 5.6 0 -0.822061
Na 2.8 5.6 2.8 0.822061
Cl 2.8 5.6 5.6 -0.822061
Na 5.6 0 0 0.822061
Cl 5.6 0 2.8 -0.822061
Na 5.6 0 5.6 0.822061
Cl 5.6 2.8 0 -0.822061
Na 5.6 2.8 2.8 0.822061
Cl 5.6 2.8 5.6 -0.822061
Na 5.6 5.6 0 0.822061
Cl 5.6 5.6 2.8 -0.822061
Na 5.6 5.6 5.6 0.822061
O   8.000000   8.000000   8.000000  -0.820000
H   8.000000   9.000000   8.000000   0.410000
H   8.813620   7.418603   8.000000   0.410000
O   8.000000   5.000000   8.000000  -0.820000
H   8.000000   6.000000   8.000000   0.410000
H   8.813620   4.418603   8.000000   0.410000
O   8.000000   2.000000   8.000000  -0.820000
H   8.000000   3.000000   8.000000   0.410000
H   8.813620   1.418603   8.000000   0.410000
O   8.000000   -1.000000   8.000000  -0.820000
H   8.000000   0.000000   8.000000   0.410000
H   8.813620   -2.418603   8.000000   0.410000
O   8.000000   8.000000   -2.000000  -0.820000
H   8.000000   9.000000   -2.000000   0.410000
H   8.813620   7.418603   -2.000000   0.410000
O   8.000000   5.000000   -2.000000  -0.820000
H   8.000000   6.000000   -2.000000   0.410000
H   8.813620   4.418603   -2.000000   0.410000
O   8.000000   2.000000   -2.000000  -0.820000
H   8.000000   3.000000   -2.000000   0.410000
H   8.813620   1.418603   -2.000000   0.410000
O   8.000000   -1.000000   -2.000000  -0.820000
H   8.000000   0.000000   -2.000000   0.410000
H   8.813620   -2.418603   -2.000000   0.410000
O   -2.000000   8.000000   8.000000  -0.820000
H   -2.000000   9.000000   8.000000   0.410000
H   -2.813620   7.418603   8.000000   0.410000
O   -2.000000   5.000000   8.000000  -0.820000
H   -2.000000   6.000000   8.000000   0.410000
H   -2.813620   4.418603   8.000000   0.410000
O   -2.000000   2.000000   8.000000  -0.820000
H   -2.000000   3.000000   8.000000   0.410000
H   -2.813620   1.418603   8.000000   0.410000
O   -2.000000   -1.000000   8.000000  -0.820000
H   -2.000000   0.000000   8.000000   0.410000
H   -2.813620   -2.418603   8.000000   0.410000
O   -2.000000   8.000000   -2.000000  -0.820000
