 Zn   7.568000   5.314000  -7.516000   1.853000
 Zn   5.335000  -5.287000  -5.283000   1.853000
 Zn   5.335000   7.547000   7.551000   1.853000
 Zn   5.335000  -7.520000   7.551000   1.853000
 Zn  -5.266000   7.547000  -7.516000   1.853000
 Zn   5.335000   5.314000   5.318000   1.853000
 Zn   7.568000  -5.287000  -7.516000   1.853000
 Zn  -5.266000  -7.520000   7.551000   1.853000
 Zn  -5.266000   5.314000  -5.283000   1.853000
 Zn  -5.266000  -5.287000   5.318000   1.853000
 Zn  -7.499000  -5.287000  -7.516000   1.853000
 Zn   7.568000  -7.520000   5.318000   1.853000
 Zn  -7.499000  -7.520000   5.318000   1.853000
 Zn   7.568000  -5.287000   7.551000   1.853000
 Zn   7.568000   7.547000   5.318000   1.853000
 Zn   5.335000  -7.520000  -7.516000   1.853000
 Zn  -5.266000  -7.520000  -7.516000   1.853000
 Zn  -7.499000   7.547000  -5.283000   1.853000
 Zn  -7.499000  -5.287000   7.551000   1.853000
 Zn  -7.499000  -7.520000  -5.283000   1.853000
 Zn  -5.266000  -5.287000  -5.283000   1.853000
 Zn  -7.499000   5.314000   7.551000   1.853000
 Zn  -7.499000   5.314000  -7.516000   1.853000
 Zn  -5.266000   5.314000   5.318000   1.853000
 Zn   5.335000   7.547000  -7.516000   1.853000
 Zn   5.335000  -5.287000   5.318000   1.853000
 Zn   5.335000   5.314000  -5.283000   1.853000
 Zn   7.568000  -7.520000  -5.283000   1.853000
 Zn   7.568000   7.547000  -5.283000   1.853000
 Zn  -7.499000   7.547000   5.318000   1.853000
 Zn   7.568000   5.314000   7.551000   1.853000
 Zn  -5.266000   7.547000   7.551000   1.853000
 O    3.472000   7.247000   7.251000  -1.006900
 O   -7.199000   5.614000  -9.380000  -1.006900
 O   -7.199000   3.451000   7.251000  -1.006900
 O   -9.363000   7.247000  -5.583000  -1.006900
 O    7.268000  -7.220000   3.455000  -1.006900
 O    3.472000  -5.587000  -5.583000  -1.006900
 O    7.268000   3.451000  -7.216000  -1.006900
 O   -5.566000   7.247000   9.415000  -1.006900
 O   -3.403000   5.614000  -5.583000  -1.006900
 O    7.268000   3.451000   7.251000  -1.006900
 O    7.268000  -9.384000   5.618000  -1.006900
 O   -7.199000  -9.384000   5.618000  -1.006900
 O    9.432000  -5.587000  -7.216000  -1.006900
 O   -5.566000   3.451000  -5.583000  -1.006900
 O   -5.566000   9.411000  -7.216000  -1.006900
 O   -3.403000   7.247000  -7.216000  -1.006900
 O    9.432000   5.614000  -7.216000  -1.006900
 O    5.635000  -3.424000   5.618000  -1.006900
 O    3.472000  -5.587000   5.618000  -1.006900
 O   -5.566000  -7.220000  -9.380000  -1.006900
 O    7.268000  -5.587000   9.415000  -1.006900
 O    7.268000   9.411000  -5.583000  -1.006900
 O   -3.403000  -7.220000  -7.216000  -1.006900
 O    7.268000   7.247000  -3.420000  -1.006900
 O   -6.383000  -6.404000   6.435000  -2.256800
 O   -7.199000  -5.587000   9.415000  -1.006900
 O   -3.403000  -5.587000   5.618000  -1.006900
 O    7.268000  -5.587000  -9.380000  -1.006900
 O   -5.566000  -3.424000  -5.583000  -1.006900
 O    7.268000  -7.220000  -3.420000  -1.006900
 O    9.432000   5.614000   7.251000  -1.006900
 O    5.635000  -7.220000  -9.380000  -1.006900
 O   -5.566000   5.614000  -3.420000  -1.006900
 O    5.635000  -5.587000  -3.420000  -1.006900
 O   -9.363000   5.614000   7.251000  -1.006900
 O    9.432000   7.247000   5.618000  -1.006900
 O    7.268000  -9.384000  -5.583000  -1.006900
 O   -5.566000   7.247000  -9.380000  -1.006900
 O   -5.566000  -5.587000   3.455000  -1.006900
 O   -7.199000   9.411000   5.618000  -1.006900
 O    7.268000  -3.424000  -7.216000  -1.006900
 O   -7.199000  -3.424000  -7.216000  -1.006900
 O    5.635000   3.451000   5.618000  -1.006900
 O    9.432000  -7.220000   5.618000  -1.006900
 O   -7.199000  -3.424000   7.251000  -1.006900
 O    9.432000  -7.220000  -5.583000  -1.006900
 O   -3.403000  -7.220000   7.251000  -1.006900
 O   -9.363000  -5.587000   7.251000  -1.006900
 O   -6.383000  -6.404000  -6.400000  -2.256800
 O    7.268000   7.247000   3.455000  -1.006900
 O    3.472000   5.614000   5.618000  -1.006900
 O   -9.363000   5.614000  -7.216000  -1.006900
 O    5.635000   5.614000   3.455000  -1.006900
 O   -7.199000   9.411000  -5.583000  -1.006900
 O    5.635000  -5.587000   3.455000  -1.006900
 O   -9.363000   7.247000   5.618000  -1.006900
 O   -5.566000  -9.384000  -7.216000  -1.006900
 O   -5.566000  -3.424000   5.618000  -1.006900
 O   -5.566000  -7.220000   9.415000  -1.006900
 O    5.635000   7.247000   9.415000  -1.006900
 O   -7.199000  -7.220000   3.455000  -1.006900
 O    5.635000  -7.220000   9.415000  -1.006900
 O    7.268000   5.614000   9.415000  -1.006900
 O    7.268000   5.614000  -9.380000  -1.006900
 O   -7.199000  -5.587000  -9.380000  -1.006900
 O   -7.199000   7.247000  -3.420000  -1.006900
 O    6.452000   6.431000  -6.400000  -2.256800
 O    6.452000  -6.404000   6.435000  -2.256800
 O   -6.383000   6.431000   6.435000  -2.256800
 O    5.635000   9.411000  -7.216000  -1.006900
 O   -7.199000   7.247000   3.455000  -1.006900
 O    7.268000  -3.424000   7.251000  -1.006900
 O   -7.199000   3.451000  -7.216000  -1.006900
 O    5.635000   9.411000   7.251000  -1.006900
 O   -5.566000   5.614000   3.455000  -1.006900
 O    7.268000   9.411000   5.618000  -1.006900
 O    6.452000  -6.404000  -6.400000  -2.256800
 O   -6.383000   6.431000  -6.400000  -2.256800
 O    9.432000  -5.587000   7.251000  -1.006900
 O   -3.403000   7.247000   7.251000  -1.006900
 O   -3.403000   5.614000   5.618000  -1.006900
 O    5.635000   3.451000  -5.583000  -1.006900
 O   -7.199000   5.614000   9.415000  -1.006900
 O   -3.403000  -5.587000  -5.583000  -1.006900
 O   -9.363000  -5.587000  -7.216000  -1.006900
 O   -9.363000  -7.220000  -5.583000  -1.006900
 O    5.635000   7.247000  -9.380000  -1.006900
 O   -5.566000   9.411000   7.251000  -1.006900
 O    9.432000   7.247000  -5.583000  -1.006900
 O    5.635000  -9.384000  -7.216000  -1.006900
 O    3.472000   5.614000  -5.583000  -1.006900
